timestamp,subject,ECG,EMG,foot GSR,hand GSR,HR,RESP,marker,hand GSr
0.0,drive01,-0.03,-0.0072,2.504,11.146,84.0,10.948,,
6.451717810912287,drive01,0.001,-0.0087,2.337,10.742,88.0,11.246,,
12.903435621824574,drive01,0.111,0.0019,2.378,10.624,56.0,10.456,,
19.355153432736863,drive01,0.149,-0.02,2.373,11.499,95.0,10.158,,
25.806871243649148,drive01,0.093,-0.0061,2.738,11.907,72.0,10.598,,
32.25858905456143,drive01,-0.284,-0.0003,2.431,11.242,71.0,10.59,,
38.710306865473726,drive01,-0.08,-0.0031,2.297,11.247,132.0,10.418,,
45.16202467638601,drive01,-0.515,0.0018,2.203,10.937,101.0,10.434,,
51.613742487298296,drive01,0.081,-0.0004,2.173,11.046,83.0,10.478,,
58.06546029821058,drive01,0.079,-0.0014,2.227,11.88,89.0,10.346,,
64.51717810912287,drive01,0.044,0.0045,2.242,11.767,85.0,10.644,,
70.96889592003517,drive01,0.045,-0.0092,2.21,11.782,86.0,9.496,,
77.42061373094745,drive01,0.142,0.0023,2.159,11.391,90.0,10.142,,
83.87233154185974,drive01,-0.1,-0.0084,2.084,11.185,84.0,10.052,,
90.32404935277202,drive01,0.05,-0.0054,2.026,10.946,93.0,10.446,,
96.7757671636843,drive01,0.062,-0.0062,1.981,10.904,96.0,10.278,,
103.22748497459659,drive01,0.229,-0.0042,2.005,11.247,84.0,10.744,,
109.67920278550888,drive01,0.018,-0.0073,1.951,10.933,88.0,10.472,,
116.13092059642116,drive01,-0.166,0.0026,1.909,11.392,90.0,10.548,,
122.58263840733346,drive01,0.217,-0.005,2.178,13.127,93.0,10.642,,
129.03435621824573,drive01,-0.099,-0.0081,2.512,13.191,85.0,10.632,,
135.48607402915803,drive01,0.174,-0.0031,2.253,12.602,52.0,10.62,,
141.93779184007033,drive01,-0.198,-0.0012,2.175,13.097,145.0,10.738,,
148.3895096509826,drive01,0.107,-0.0084,2.14,12.689,50.0,11.192,,
154.8412274618949,drive01,-0.098,-0.0138,2.13,13.01,99.0,10.778,,
161.29294527280717,drive01,0.093,0.0021,2.625,15.623,80.0,10.612,,
167.74466308371947,drive01,0.061,-0.0154,2.425,13.931,80.0,10.7,,
174.19638089463174,drive01,0.04,-0.0001,2.354,13.798,63.0,10.776,,
180.64809870554404,drive01,-0.039,-0.0066,2.257,13.852,106.0,10.526,,
187.09981651645631,drive01,-0.009,-0.0161,2.227,13.522,76.0,10.816,,
193.5515343273686,drive01,0.134,0.0016,2.158,12.898,169.0,11.358,,
200.0032521382809,drive01,0.011,-0.0054,2.096,12.453,85.0,10.82,,
206.45496994919318,drive01,0.028,-0.0044,2.046,12.069,86.0,11.352,,
212.90668776010548,drive01,0.042,-0.0034,2.004,11.741,81.0,11.756,,
219.35840557101776,drive01,-0.004,-0.008,1.966,11.4,85.0,11.068,,
225.81012338193005,drive01,0.115,-0.0019,1.939,11.167,74.0,11.25,,
232.26184119284233,drive01,-0.019,-0.001,1.909,10.919,111.0,12.116,,
238.71355900375463,drive01,0.067,-0.0003,1.879,10.57,104.0,10.812,,
245.16527681466692,drive01,-0.37,-0.0004,1.851,10.205,87.0,10.758,,
251.6169946255792,drive01,0.002,-0.0174,1.825,9.86,77.0,10.51,,
258.06871243649147,drive01,-0.058,0.0005,1.8,9.521,85.0,10.594,,
264.5204302474038,drive01,0.116,-0.0023,1.785,9.467,73.0,10.926,,
270.97214805831607,drive01,-0.011,0.002,1.761,9.154,85.0,9.696,,
277.42386586922834,drive01,0.141,-0.0004,1.743,8.993,80.0,9.412,,
283.87558368014066,drive01,0.038,-0.0029,1.719,8.76,100.0,9.128,,
290.32730149105294,drive01,0.039,-0.0124,1.699,8.547,83.0,9.1,,
296.7790193019652,drive01,0.026,-0.0115,1.678,8.35,85.0,9.472,,
303.2307371128775,drive01,0.105,0.0018,1.658,8.157,90.0,9.868,,
309.6824549237898,drive01,0.009,0.0071,1.641,7.992,82.0,11.08,,
316.1341727347021,drive01,0.069,0.0,1.621,7.789,79.0,11.688,,
322.58589054561435,drive01,-0.299,-0.004,1.603,7.595,74.0,11.08,,
329.0376083565266,drive01,-0.003,-0.0006,1.584,7.414,111.0,10.792,,
335.48932616743895,drive01,0.032,-0.0068,1.566,7.244,80.0,11.594,,
341.9410439783512,drive01,0.033,0.0024,1.551,7.086,82.0,10.882,,
348.3927617892635,drive01,0.079,-0.0148,1.536,6.946,86.0,10.866,,
354.8444796001758,drive01,0.055,-0.0006,1.521,6.812,82.0,11.91,,
361.2961974110881,drive01,0.082,0.003,1.507,6.657,82.0,11.164,,
367.74791522200036,drive01,0.055,0.0039,1.492,6.537,93.0,11.836,,
374.19963303291263,drive01,0.061,-0.0033,1.477,6.416,86.0,11.416,,
380.65135084382496,drive01,-0.354,-0.0101,1.462,6.309,79.0,10.87,,
387.1030686547372,drive01,0.005,0.0002,1.449,6.206,81.0,10.912,,
393.5547864656495,drive01,0.074,-0.0016,1.437,6.116,81.0,11.064,,
400.0065042765618,drive01,0.022,0.0049,1.424,6.013,79.0,12.064,,
406.4582220874741,drive01,0.023,0.0003,1.412,5.919,75.0,10.912,,
412.90993989838637,drive01,0.104,0.0011,1.402,5.844,82.0,10.912,,
419.36165770929864,drive01,0.046,0.0021,1.392,5.785,78.0,10.982,,
425.81337552021097,drive01,0.063,-0.0047,1.381,5.834,87.0,12.036,,
432.26509333112324,drive01,-0.238,-0.0001,1.37,5.755,75.0,11.334,,
438.7168111420355,drive01,0.069,-0.0113,1.358,5.693,86.0,10.916,,
445.16852895294784,drive01,0.112,-0.0004,1.35,5.637,80.0,10.932,,
451.6202467638601,drive01,0.011,-0.0176,1.337,5.579,70.0,11.268,,
458.0719645747724,drive01,0.018,-0.0106,1.328,5.514,85.0,11.944,,
464.52368238568465,drive01,-0.02,-0.0129,1.319,5.452,80.0,12.03,,
470.975400196597,drive01,0.097,0.0022,1.313,5.409,87.0,11.718,,
477.42711800750925,drive01,-0.08,-0.0038,1.304,5.357,83.0,10.966,,
483.8788358184215,drive01,0.007,-0.0153,1.295,5.313,86.0,10.96,,
490.33055362933385,drive01,0.005,-0.0192,1.288,5.27,75.0,11.41,,
496.7822714402461,drive01,0.041,0.0008,1.278,5.225,83.0,12.214,,
503.2339892511584,drive01,-0.385,0.005,1.27,5.182,81.0,11.19,,
509.68570706207066,drive01,-0.022,-0.0191,1.264,5.143,84.0,10.998,,
516.1374248729829,drive01,0.029,0.0014,1.255,5.104,75.0,11.422,,
522.5891426838953,drive01,-0.002,-0.0053,1.248,5.071,81.0,12.042,,
529.0408604948076,drive01,0.029,-0.0135,1.241,5.057,83.0,11.96,,
535.4925783057198,drive01,-0.004,-0.0039,1.233,5.037,77.0,11.0,,
541.9442961166321,drive01,0.0,0.0052,1.227,5.018,95.0,11.01,,
548.3960139275445,drive01,0.061,-0.0145,1.219,5.004,80.0,11.052,,
554.8477317384567,drive01,0.003,0.0034,1.213,4.987,73.0,11.078,,
561.299449549369,drive01,0.125,0.0045,1.208,4.967,67.0,11.866,,
567.7511673602813,drive01,0.007,-0.0027,1.201,4.938,106.0,11.976,,
574.2028851711935,drive01,-0.004,0.0039,1.196,4.912,96.0,11.612,,
580.6546029821059,drive01,-0.163,0.005,1.188,4.892,93.0,11.242,,
587.1063207930181,drive01,0.067,-0.0164,1.183,4.88,83.0,11.044,,
593.5580386039304,drive01,0.044,-0.0006,1.178,4.868,86.0,11.0,,
600.0097564148427,drive01,0.009,-0.0028,1.173,4.86,103.0,12.05,,
606.461474225755,drive01,0.039,-0.0096,1.168,4.88,77.0,11.922,,
612.9131920366673,drive01,0.027,-0.015,1.163,4.861,77.0,11.374,,
619.3649098475796,drive01,0.009,-0.0156,1.158,4.85,87.0,11.052,,
625.8166276584918,drive01,0.034,-0.0088,1.154,4.834,79.0,11.054,,
632.2683454694042,drive01,0.055,-0.0004,1.15,4.818,75.0,11.738,,
638.7200632803165,drive01,0.103,-0.0068,1.146,4.803,84.0,11.24,,
